run,index,byte,encoded,time_us,corrected,seq_num
1,110,116,32,1748287173379616,True,2110
1,111,111,116,1748287174233769,True,2111
1,112,112,111,1748287175087425,True,2112
1,113,32,32,1748287175939965,False,2113
1,114,115,100,1748287176793182,True,2114
1,115,101,101,1748287177648486,False,2115
1,116,99,99,1748287178501695,False,2116
1,117,114,111,1748287179355903,True,2117
1,118,101,100,1748287180210548,True,2118
1,119,116,101,1748287181060807,True,2119
1,120,32,32,1748287181914480,False,2120
1,121,109,116,1748287182767238,True,2121
1,122,101,104,1748287183620273,True,2122
1,123,115,105,1748287184472715,True,2123
1,124,115,115,1748287185327444,False,2124
1,125,97,32,1748287186179695,True,2125
1,126,103,109,1748287187033943,True,2126
1,127,101,101,1748287187888347,False,2127
1,128,32,115,1748287188740295,True,2128
1,129,98,115,1748287189593062,True,2129
1,130,101,97,1748287190447960,True,2130
1,131,105,103,1748287191301104,True,2131
1,132,63,0,1748287191315693,False,2132
1,133,103,32,1748287193010867,True,2133
1,134,32,119,1748287193864001,True,2134
1,135,116,105,1748287194719108,True,2135
1,136,114,116,1748287195571821,True,2136
1,137,97,104,1748287196427113,True,2137
1,138,110,111,1748287197280447,True,2138
1,139,115,117,1748287198132669,True,2139
1,140,109,116,1748287198985271,True,2140
1,141,105,32,1748287199840257,True,2141
1,142,116,97,1748287200693118,True,2142
1,143,116,110,1748287201547931,True,2143
1,144,101,121,1748287202400789,True,2144
1,145,100,111,1748287203253359,True,2145
1,146,32,110,1748287204109032,True,2146
1,147,118,101,1748287204962698,True,2147
1,148,105,32,1748287205816166,True,2148
1,149,97,100,1748287206669513,True,2149
1,150,32,101,1748287207523453,True,2150
1,151,84,116,1748287208377097,True,2151
1,152,67,101,1748287209230409,True,2152
1,153,80,99,1748287210084632,True,2153
1,154,32,116,1748287210937646,True,2154
1,155,119,105,1748287211791703,True,2155
1,156,105,110,1748287212646663,True,2156
